x-axis,F1
second,Volt
-4.913800E-03,-91.485057E-03
-4.910400E-03,-98.794134E-03
-4.907000E-03,-106.103211E-03
-4.903600E-03,-113.412289E-03
-4.900200E-03,-120.317702E-03
-4.896800E-03,-128.030443E-03
-4.893400E-03,-160.680667E-03
-4.890000E-03,-80.358401E-03
-4.886600E-03,-69.635409E-03
-4.883200E-03,-83.772316E-03
-4.879800E-03,-160.680667E-03
-4.876400E-03,-11.240375E-03
-4.873000E-03,-80.358401E-03
-4.869600E-03,-54.536007E-03
-4.866200E-03,-47.226930E-03
-4.862800E-03,-80.358401E-03
-4.859400E-03,-112.931041E-03
-4.856000E-03,-80.358401E-03
-4.852600E-03,-98.312886E-03
-4.849200E-03,-80.358401E-03
-4.845800E-03,-157.344336E-03
-4.842400E-03,-160.680667E-03
-4.839000E-03,-80.358401E-03
-4.835600E-03,-80.358401E-03
-4.832200E-03,-106.258379E-03
-4.828800E-03,-80.358401E-03
-4.825400E-03,-39.840269E-03
-4.822000E-03,-80.358401E-03
-4.818600E-03,-36.135E-06
-4.815200E-03,-62.481499E-03
-4.811800E-03,-69.790577E-03
-4.808400E-03,-3.294882E-03
-4.805000E-03,-80.358401E-03
-4.801600E-03,-36.135E-06
-4.798200E-03,-18.704620E-03
-4.794800E-03,-54.380839E-03
-4.791400E-03,-47.071762E-03
-4.788000E-03,-80.358401E-03
-4.784600E-03,-36.135E-06
-4.781200E-03,-25.144530E-03
-4.777800E-03,-17.835453E-03
-4.774400E-03,-80.358401E-03
-4.771000E-03,+73.923804E-03
-4.767600E-03,-76.230487E-03
-4.764200E-03,-36.135E-06
-4.760800E-03,-61.612333E-03
-4.757400E-03,-36.135E-06
-4.754000E-03,-46.994178E-03
-4.750600E-03,-39.685101E-03
-4.747200E-03,-36.135E-06
-4.743800E-03,-80.358401E-03
-4.740400E-03,-80.358401E-03
-4.737000E-03,-80.358401E-03
-4.733600E-03,-80.358401E-03
-4.730200E-03,-4.241633E-03
-4.726800E-03,-80.358401E-03
-4.723400E-03,-18.859787E-03
-4.720000E-03,-36.135E-06
-4.716600E-03,-80.358401E-03
-4.713200E-03,-1.215637E-03
-4.709800E-03,-80.358401E-03
-4.706400E-03,-24.989363E-03
-4.703000E-03,-62.714251E-03
-4.699600E-03,-36.135E-06
-4.696200E-03,-3.062131E-03
-4.692800E-03,-4.319217E-03
-4.689400E-03,-68.766242E-03
-4.686000E-03,-61.457165E-03
-4.682600E-03,-26.246448E-03
-4.679200E-03,-80.358401E-03
-4.675800E-03,-40.864603E-03
-4.672400E-03,-80.358401E-03
-4.669000E-03,-24.911779E-03
-4.665600E-03,-45.225268E-03
-4.662200E-03,-70.100912E-03
-4.658800E-03,-36.135E-06
-4.655400E-03,-80.358401E-03
-4.652000E-03,-80.358401E-03
-4.648600E-03,-80.358401E-03
-4.645200E-03,-27.782607E-03
-4.641800E-03,-36.135E-06
-4.638400E-03,+39.380079E-03
-4.635000E-03,-48.251264E-03
-4.631600E-03,-24.834195E-03
-4.628200E-03,-17.525118E-03
-4.624800E-03,-80.358401E-03
-4.621400E-03,-80.358401E-03
-4.618000E-03,-4.474384E-03
-4.614600E-03,-11.783462E-03
-4.611200E-03,-19.092539E-03
-4.607800E-03,-53.992920E-03
-4.604400E-03,-80.358401E-03
-4.601000E-03,-39.374766E-03
-4.597600E-03,-80.358401E-03
-4.594200E-03,-36.135E-06
-4.590800E-03,-80.358401E-03
-4.587400E-03,-70.256079E-03
-4.584000E-03,-80.358401E-03
-4.580600E-03,-80.358401E-03
-4.577200E-03,-11.861045E-03
-4.573800E-03,-80.358401E-03
-4.570400E-03,-80.358401E-03
-4.567000E-03,-46.606259E-03
-4.563600E-03,-80.358401E-03
-4.560200E-03,-36.135E-06
-4.556800E-03,-80.358401E-03
-4.553400E-03,-80.358401E-03
-4.550000E-03,-10.060873E-03
-4.546600E-03,-77.642740E-03
-4.543200E-03,-80.358401E-03
-4.539800E-03,-68.455907E-03
-4.536400E-03,-19.247706E-03
-4.533000E-03,-80.358401E-03
-4.529600E-03,-80.358401E-03
-4.526200E-03,-80.358401E-03
-4.522800E-03,-48.484015E-03
-4.519400E-03,-80.358401E-03
-4.516000E-03,-17.292367E-03
-4.512600E-03,-70.411247E-03
-4.509200E-03,-36.135E-06
-4.505800E-03,-80.358401E-03
-4.502400E-03,-80.358401E-03
-4.499000E-03,-80.358401E-03
-4.495600E-03,-134.082434E-03
-4.492200E-03,-80.358401E-03
-4.488800E-03,-80.358401E-03
-4.485400E-03,-80.358401E-03
-4.482000E-03,-24.523860E-03
-4.478600E-03,-63.179753E-03
-4.475200E-03,-150.811096E-03
-4.471800E-03,-80.358401E-03
-4.468400E-03,-75.609817E-03
-4.465000E-03,-80.358401E-03
-4.461600E-03,-80.358401E-03
-4.458200E-03,-107.329035E-03
-4.454800E-03,-46.373508E-03
-4.451400E-03,-41.330106E-03
-4.448000E-03,-36.135E-06
-4.444600E-03,-80.358401E-03
-4.441200E-03,-80.358401E-03
-4.437800E-03,-141.096694E-03
-4.434400E-03,-80.358401E-03
-4.431000E-03,-80.358401E-03
-4.427600E-03,-12.171381E-03
-4.424200E-03,-60.914079E-03
-4.420800E-03,-80.358401E-03
-4.417400E-03,-80.358401E-03
-4.414000E-03,-80.358401E-03
-4.410600E-03,-48.716767E-03
-4.407200E-03,-160.680667E-03
-4.403800E-03,-126.633707E-03
-4.400400E-03,-9.750538E-03
-4.397000E-03,-2.441461E-03
-4.393600E-03,-80.358401E-03
-4.390200E-03,-36.135E-06
-4.386800E-03,-160.680667E-03
-4.383400E-03,-80.358401E-03
-4.380000E-03,-80.358401E-03
-4.376600E-03,-38.909263E-03
-4.373200E-03,-31.600186E-03
-4.369800E-03,-136.425693E-03
-4.366400E-03,-80.358401E-03
-4.363000E-03,-80.358401E-03
-4.359600E-03,-2.363877E-03
-4.356200E-03,-85.339737E-03
-4.352800E-03,-80.358401E-03
-4.349400E-03,-36.135E-06
-4.346000E-03,-26.944703E-03
-4.342600E-03,-68.471424E-03
-4.339200E-03,-77.627223E-03
-4.335800E-03,-80.358401E-03
-4.332400E-03,-112.325888E-03
-4.329000E-03,-33.772760E-03
-4.325600E-03,-9.595370E-03
-4.322200E-03,-78.108243E-03
-4.318800E-03,-85.417320E-03
-4.315400E-03,-148.312670E-03
-4.312000E-03,-60.681327E-03
-4.308600E-03,-80.358401E-03
-4.305200E-03,-160.680667E-03
-4.301800E-03,-80.358401E-03
-4.298400E-03,-129.271784E-03
-4.295000E-03,-112.481055E-03
-4.291600E-03,-143.889938E-03
-4.288200E-03,-36.135E-06
-4.284800E-03,-2.208709E-03
-4.281400E-03,-80.358401E-03
-4.278000E-03,-67.912821E-03
-4.274600E-03,-80.358401E-03
-4.271200E-03,-80.358401E-03
-4.267800E-03,-114.731213E-03
-4.264400E-03,-38.676512E-03
-4.261000E-03,-31.367434E-03
-4.257600E-03,-136.658445E-03
-4.254200E-03,-97.071546E-03
-4.250800E-03,-18.844270E-03
-4.247400E-03,-82.453391E-03
-4.244000E-03,-75.144314E-03
-4.240600E-03,-148.157502E-03
-4.237200E-03,-19.868377E-03
-4.233800E-03,-80.358401E-03
-4.230400E-03,-45.908005E-03
-4.227000E-03,-80.358401E-03
-4.223600E-03,-31.289851E-03
-4.220200E-03,-112.791390E-03
-4.216800E-03,-63.722840E-03
-4.213400E-03,-80.358401E-03
-4.210000E-03,-78.340994E-03
-4.206600E-03,-80.358401E-03
-4.203200E-03,-36.135E-06
-4.199800E-03,-60.448576E-03
-4.196400E-03,-27.255038E-03
-4.193000E-03,-34.564115E-03
-4.189600E-03,-83.710249E-03
-4.186200E-03,-31.212267E-03
-4.182800E-03,-36.135E-06
-4.179400E-03,-63.800424E-03
-4.176000E-03,-71.109501E-03
-4.172600E-03,-1.975958E-03
-4.169200E-03,-36.135E-06
-4.165800E-03,-12.714467E-03
-4.162400E-03,-80.358401E-03
-4.159000E-03,-36.135E-06
-4.155600E-03,-80.358401E-03
-4.152200E-03,-80.358401E-03
-4.148800E-03,-49.259853E-03
